tempo,time_signature,instrumentalness,valence,artist,liveness,speechiness,duration_ms,track,acousticness,key,energy,danceability,genre,loudness
168.202,4,0.00204,0.089,Future,0.0677,0.0571,190893,I Serve the Base,0.011,1,0.57,0.636,hip-hop,-5.973
119.966,4,0.0014,0.515,A$AP Rocky,0.0646,0.0466,255253,Electric Body,0.492,2,0.598,0.897,hip-hop,-7.164
130.015,4,0,0.436,Kirko Bangz,0.111,0.0321,214154,Worry Bout It (feat. Fetty Wap),0.00437,5,0.612,0.695,hip-hop,-5.618
121.144,4,0,0.554,Run–D.M.C.,0.166,0.147,290280,It's Like That,0.0591,11,0.889,0.964,hip-hop,-5.169
111.686,4,0,0.613,Rob Base,0.326,0.144,301893,It Takes Two,0.0143,2,0.776,0.767,hip-hop,-8.915
127.034,4,0,0.792,Migos,0.0753,0.196,281174,One Time,0.0395,11,0.705,0.896,hip-hop,-6.098
139.982,4,0,0.964,Silentó,0.334,0.134,185131,Watch Me (Whip / Nae Nae),0.265,8,0.77,0.825,hip-hop,-8.508
171.823,4,0,0.393,Rick Ross,0.0567,0.235,270627,Aston Martin Music,0.0128,10,0.591,0.575,hip-hop,-5.519
120.06,4,0.138,0.0359,A$AP Rocky,0.0992,0.0647,238307,L$D,0.193,2,0.252,0.598,hip-hop,-15.086
183.335,4,1.33e-06,0.844,Shad,0.333,0.335,177373,Rose Garden,0.0509,11,0.915,0.585,hip-hop,-4.39
94.946,4,0,0.62,OutKast,0.0771,0.269,270507,Ms. Jackson,0.142,4,0.805,0.843,hip-hop,-5.946
81.966,4,0,0.304,Kanye West,0.194,0.353,293533,Clique,0.0567,9,0.564,0.467,hip-hop,-4.986
121.003,4,0,0.537,Wu-Tang Clan,0.633,0.251,253467,Gravel Pit,0.222,7,0.72,0.787,hip-hop,-7.569
76.326,4,1.97e-06,0.389,Run The Jewels,0.0568,0.36,152253,Blockbuster Night Part 1,0.0312,1,0.523,0.642,hip-hop,-7.999
113.837,4,0,0.351,K CAMP,0.578,0.325,349013,Change,0.053,8,0.552,0.761,hip-hop,-10.216
104.382,4,0,0.924,The Notorious B.I.G.,0.128,0.0635,253133,Mo Money Mo Problems (feat. Mase & Puff Daddy),0.0271,6,0.867,0.857,hip-hop,-4.952
160.148,3,0.0331,0.516,TiRon & Ayomari,0.314,0.18,220518,Them Wallflowers,0.0698,0,0.834,0.58,hip-hop,-5.378
91.992,4,0,0.198,Lil Wayne,0.111,0.157,337640,Believe Me,0.273,10,0.483,0.84,hip-hop,-8.838
80.012,4,4.53e-06,0.438,Dej Loaf,0.176,0.338,241267,Back Up,0.147,9,0.535,0.816,hip-hop,-8.302
85.022,4,0,0.788,Curren$y,0.173,0.303,239453,Bottom of the Bottle (feat. August Alsina & Lil Wayne),0.0159,6,0.54,0.741,hip-hop,-9.733
109.96,4,0.011,0.302,Nicki Minaj,0.082,0.22,194733,Trini Dem Girls,0.206,1,0.75,0.834,hip-hop,-6.836
104.987,4,0,0.422,T-Pain,0.214,0.133,238800,Bartender,0.0611,8,0.394,0.675,hip-hop,-8.539
103.98,4,0,0.479,Kanye West,0.318,0.155,311867,Stronger,0.00728,10,0.726,0.625,hip-hop,-7.731
100.039,4,3.63e-05,0.113,Vince Staples,0.11,0.0661,183159,Norf Norf,0.445,7,0.54,0.915,hip-hop,-6.578
185.056,4,0,0.11,Rae Sremmurd,0.0681,0.163,212947,Come Get Her,0.184,2,0.563,0.687,hip-hop,-6.214
128.077,4,0,0.533,Fetty Wap,0.147,0.0531,213053,My Way (feat. Monty),0.00419,6,0.741,0.748,hip-hop,-3.103
160.1,4,0.000893,0.242,Drake,0.131,0.252,180000,I'm The Plug,0.000416,0,0.527,0.829,hip-hop,-9.279
175.483,4,0,0.564,J. Cole,0.128,0.364,239320,Wet Dreamz,0.0752,6,0.705,0.504,hip-hop,-8.205
90.328,4,0.0319,0.284,J Dilla,0.358,0.0283,336853,So Far To Go,0.00283,5,0.418,0.713,hip-hop,-5.63
150.053,4,0,0.458,T.I.,0.261,0.0709,249533,Whatever You Like,0.0161,9,0.687,0.68,hip-hop,-6.162
101.025,4,0,0.962,Snoop Dogg,0.0881,0.132,299147,"Beautiful - Feat. Pharrell, Uncle Charlie Wilson",0.299,11,0.74,0.893,hip-hop,-4.936
173.962,4,0,0.608,Eminem,0.519,0.33,263373,Love The Way You Lie,0.25,10,0.924,0.647,hip-hop,-4.957
173.519,4,0,0.791,JAY Z,0.545,0.391,276920,Empire State Of Mind,0.0271,8,0.96,0.504,hip-hop,-1.55
90.444,4,0,0.909,Quasimoto,0.199,0.373,146200,Low Class Conspiracy,0.301,10,0.686,0.743,hip-hop,-7.183
107.052,4,0,0.506,Kendrick Lamar,0.203,0.101,234693,King Kunta,0.00515,11,0.658,0.881,hip-hop,-4.53
140.019,4,0,0.14,Ca$h Out,0.295,0.119,250653,Let's Get It (feat. Ty Dolla $ign and Wiz Khalifa),0.0643,1,0.524,0.824,hip-hop,-6.429
155.968,4,1.81e-06,0.458,Dr. Dre,0.348,0.437,283733,I Need A Doctor,0.0996,3,0.934,0.591,hip-hop,-4.389
128.014,4,0,0.104,Travis Scott,0.148,0.0326,285954,Don't Play,0.00203,0,0.729,0.681,hip-hop,-3.99
118.764,4,0,0.784,Big Daddy Kane,0.227,0.212,245960,Set It Off,0.000359,10,0.611,0.8,hip-hop,-13.294
92.814,4,0.000123,0.887,King Geedorah,0.262,0.243,229320,Next Levels,0.651,6,0.557,0.729,hip-hop,-11.264
109.725,4,1.21e-06,0.724,Macklemore & Ryan Lewis,0.291,0.0694,292593,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",0.0916,1,0.609,0.828,hip-hop,-4.402
92.939,4,0,0.681,Kanye West,0.0917,0.384,207627,Gold Digger,0.0223,1,0.699,0.638,hip-hop,-5.54
120.977,4,0,0.0396,Eminem,0.0478,0.0464,282546,Phenomenal,0.147,1,0.848,0.637,hip-hop,-2.36
171.951,4,0,0.954,The Underachievers,0.076,0.23,268995,The Dualist,0.137,6,0.842,0.674,hip-hop,-6.349
177.87,4,0.108,0.766,Missy Elliott,0.095,0.247,211120,Get Ur Freak On,0.533,0,0.75,0.797,hip-hop,-9.369
101.787,4,0,0.663,Pete Rock & C.L. Smooth,0.342,0.164,286693,They Reminisce Over You,0.141,2,0.683,0.761,hip-hop,-10.889
100.006,4,2.4e-05,0.287,Drake,0.0705,0.0907,227880,"Hold On, We're Going Home",0.00349,6,0.407,0.772,hip-hop,-7.442
96.989,4,0,0.625,Chris Brown,0.105,0.274,254693,Bitches N Marijuana,0.337,3,0.535,0.559,hip-hop,-8.136
136.024,4,0,0.571,Beyoncé,0.126,0.126,213507,7/11,0.0128,9,0.705,0.747,hip-hop,-5.137
126.018,4,0,0.197,Travis Scott,0.131,0.0489,351253,Oh My Dis Side,0.352,1,0.623,0.459,hip-hop,-4.45
83.028,4,0,0.834,Camp Lo,0.327,0.278,240093,Luchini AKA This Is It,0.0495,6,0.949,0.721,hip-hop,-5.685
95.039,4,0,0.511,JR Castro,0.203,0.0944,241733,Get Home (Get Right),0.00667,10,0.533,0.792,hip-hop,-6.437
120.058,4,0,0.195,Mac Miller,0.147,0.178,208080,Weekend (feat. Miguel),0.47,8,0.435,0.843,hip-hop,-8.442
105.307,5,0,0.529,Drake,0.19,0.277,357347,Forever,0.244,5,0.92,0.544,hip-hop,-1.474
85.996,4,0,0.525,Busta Rhymes,0.648,0.306,324307,I Know What You Want,0.0142,6,0.759,0.648,hip-hop,-4.315
130.977,4,0,0.574,Juicy J,0.141,0.277,278827,Bandz A Make Her Dance,0.00212,2,0.743,0.871,hip-hop,-5.442
99.051,4,1.03e-06,0.637,Chris Brown,0.0879,0.0409,264947,Loyal,0.0228,1,0.506,0.845,hip-hop,-5.971
130.021,4,0,0.512,Wiz Khalifa,0.321,0.054,224933,We Dem Boyz,0.00689,8,0.862,0.717,hip-hop,-4.736
100.842,4,0.000819,0.596,Big Daddy Kane,0.0649,0.234,319907,Ain't No Half-Steppin',0.00569,10,0.728,0.836,hip-hop,-12.058
89.588,4,0,0.739,EPMD,0.101,0.392,206693,Da Joint,0.319,1,0.591,0.787,hip-hop,-4.132
110.038,4,0,0.602,Eminem,0.112,0.0734,250189,The Monster,0.0514,9,0.857,0.786,hip-hop,-3.765
95.466,4,0,0.207,T.I.,0.0778,0.0432,202213,No Mediocre,0.0957,1,0.495,0.781,hip-hop,-7.449
95.03,4,0,0.563,Drake,0.136,0.275,310933,No Tellin',0.535,7,0.477,0.827,hip-hop,-10.408
117.964,4,0.00517,0.668,Blackalicious,0.113,0.304,206400,Make You Feel That Way,0.21,1,0.513,0.845,hip-hop,-9.356
94.092,4,7.03e-05,0.946,Ty,0.118,0.468,210200,Walk With Your Ego,0.0828,6,0.421,0.852,hip-hop,-9.901
97.536,4,0,0.44,Sage The Gemini,0.123,0.0576,208160,Gas Pedal,0.0272,1,0.538,0.846,hip-hop,-8.059
110.034,4,1.39e-06,0.288,Snoop Dogg,0.206,0.0515,283760,Peaches N Cream,0.0274,0,0.756,0.832,hip-hop,-5.332
81.998,4,0,0.904,Rich Homie Quan,0.342,0.0434,176675,"Flex (Ooh, Ooh, Ooh)",0.038,2,0.62,0.728,hip-hop,-7.533
125.008,4,4.85e-06,0.221,Rae Sremmurd,0.0926,0.154,200080,No Type,0.013,6,0.483,0.888,hip-hop,-7.797
93.603,4,0,0.675,Danny Brown,0.122,0.26,139931,Grown Up,0.132,11,0.766,0.635,hip-hop,-6.449
164.02,4,0,0.53,Wiz Khalifa,0.271,0.0675,217667,Black And Yellow,0.0646,2,0.834,0.684,hip-hop,-4.524
137.952,4,0.515,0.289,Boogie,0.172,0.0813,237533,Oh My,0.000121,5,0.709,0.562,hip-hop,-7.405
125.047,4,1.51e-06,0.571,Chedda Da Connect,0.0578,0.352,221668,Flicka Da Wrist,0.043,6,0.387,0.949,hip-hop,-8.798
145.017,4,1.2e-05,0.56,JAY Z,0.56,0.313,189013,Tom Ford,0.0625,8,0.703,0.854,hip-hop,-6.203
151.748,4,0.000895,0.754,Lil Wayne,0.177,0.278,221840,A Milli,0.0527,6,0.684,0.679,hip-hop,-8.559
101.997,4,0,0.546,T.I.,0.0886,0.265,270120,About the Money,0.0487,9,0.721,0.81,hip-hop,-4.964
137.079,4,0,0.528,A$AP Rocky,0.0964,0.301,227427,Canal St.,0.308,3,0.583,0.696,hip-hop,-9.351
173.0,4,0,0.869,Drake,0.0801,0.382,177733,10 Bands,0.23,7,0.756,0.835,hip-hop,-3.789
123.968,4,2.47e-06,0.334,Travis Scott,0.13,0.161,461840,3500,0.114,8,0.595,0.773,hip-hop,-6.062
168.955,4,1.07e-05,0.923,Dr. Dre,0.15,0.134,215200,Xxplosive,0.201,1,0.882,0.78,hip-hop,-4.368
87.438,4,0.812,0.587,DJ Premier,0.0979,0.08,226637,Doomp Doomp Doomp,0.00174,6,0.456,0.731,hip-hop,-13.058
95.078,4,0,0.557,Snoop Dogg,0.115,0.137,207333,"Young, Wild & Free (feat. Bruno Mars)",0.0525,0,0.655,0.715,hip-hop,-6.425
74.99,4,2.19e-05,0.679,cLOUDDEAD,0.0996,0.0681,305587,Dead Dogs Two - Boards of Canada remix,0.703,9,0.787,0.591,hip-hop,-6.271
79.103,4,0.0808,0.738,"Tyler, The Creator",0.217,0.334,249333,Yonkers,0.016,11,0.759,0.712,hip-hop,-5.397
84.12,4,0,0.858,Jackie Wilson,0.345,0.104,167280,Reet Petite,0.441,5,0.655,0.668,soul,-6.342
97.923,4,0.00824,0.596,James Brown,0.0576,0.0434,190733,The Boss,0.602,1,0.484,0.746,soul,-9.614
109.941,4,0.0335,0.843,George Benson,0.125,0.0567,224627,Give Me The Night,0.324,1,0.474,0.853,soul,-15.766
110.723,4,0.0111,0.764,Barry White,0.223,0.0724,242173,"Can't Get Enough Of Your Love, Babe",0.103,5,0.752,0.768,soul,-8.905
133.203,4,0.00865,0.333,Commodores,0.0705,0.0293,257653,Easy,0.213,10,0.506,0.6,soul,-9.413
136.837,4,0.949,0.899,Booker T. & the M.G.'s,0.0899,0.0339,176333,Green Onions,0.767,10,0.514,0.816,soul,-8.741
126.701,4,0.0364,0.981,Otis Redding,0.361,0.0337,159627,I Can't Turn You Loose,0.559,2,0.886,0.83,soul,-6.663
113.552,4,4.1e-06,0.647,Stevie Wonder,0.0836,0.0235,261773,I Just Called To Say I Love You - Single Version,0.241,1,0.542,0.742,soul,-9.147
98.656,4,0,0.349,Musiq Soulchild,0.107,0.055,304667,Love,0.369,6,0.395,0.463,soul,-9.944
129.355,4,2.48e-06,0.726,Marvin Gaye,0.161,0.0658,147680,Ain't No Mountain High Enough - Stereo Version,0.25,0,0.802,0.674,soul,-7.085
92.982,4,0.00106,0.545,India.Arie,0.198,0.107,209387,Little Things - Main,0.0689,8,0.522,0.791,soul,-9.562
125.941,4,0.000521,0.979,"Earth, Wind & Fire",0.183,0.0302,214827,September,0.114,9,0.809,0.697,soul,-8.197
85.523,4,0,0.634,The Delfonics,0.282,0.0265,199707,La-La Means I Love You,0.789,2,0.421,0.552,soul,-9.5
107.774,4,2.31e-05,0.82,James Brown,0.173,0.171,316547,Get Up I Feel Like Being A Sex Machine - Pt. 1 / Single Version,0.157,10,0.661,0.802,soul,-7.569
120.673,4,0,0.597,Nina Simone,0.102,0.0509,188893,I Wish I Knew How It Would Feel to Be Free,0.709,10,0.483,0.654,soul,-10.028
129.361,4,0.0166,0.961,Martha Reeves & The Vandellas,0.0874,0.0539,171933,Nowhere To Run - Single Version / Mono,0.135,2,0.926,0.646,soul,-2.352
120.57,4,0.0252,0.862,The Temptations,0.0646,0.0631,412027,Papa Was A Rollin' Stone,0.678,8,0.568,0.748,soul,-9.515
143.292,4,1.34e-06,0.668,Solomon Burke,0.0981,0.104,329387,None Of Us Are Free,0.404,5,0.658,0.674,soul,-9.647
99.473,4,0,0.811,Diana Ross & The Supremes,0.0603,0.0306,172107,Reflections,0.234,1,0.771,0.647,soul,-2.756
82.104,4,0.00351,0.724,"Earth, Wind & Fire",0.469,0.0472,344760,That's The Way Of The World,0.703,6,0.616,0.59,soul,-9.098
110.288,4,0,0.924,Marvin Gaye,0.249,0.032,180933,How Sweet It Is (To Be Loved By You),0.27,0,0.586,0.643,soul,-6.548
69.851,3,0.849,0.196,Ray Charles,0.146,0.0444,408987,Georgia On My Mind,0.992,4,0.235,0.339,soul,-15.154
98.888,3,0.00144,0.278,The Righteous Brothers,0.665,0.0286,215853,Unchained Melody,0.512,0,0.326,0.349,soul,-10.749
117.887,1,1.41e-06,0.431,Floetry,0.128,0.0761,268373,Say Yes,0.219,5,0.404,0.74,soul,-12.947
202.523,4,1.36e-06,0.807,Marvin Gaye,0.394,0.111,233293,What's Going On,0.403,1,0.72,0.28,soul,-9.668
112.295,4,0,0.626,The Spinners,0.0976,0.068,188800,I'll Be Around,0.175,8,0.791,0.593,soul,-8.698
79.983,4,0,0.476,Beyoncé,0.0563,0.0628,261640,Halo,0.272,11,0.72,0.508,soul,-5.908
136.093,3,0,0.672,Sam Cooke,0.208,0.0293,158200,(I Love You) For Sentimental Reasons,0.764,4,0.454,0.446,soul,-10.614
173.273,4,0,0.519,Ms. Lauryn Hill,0.112,0.504,369293,To Zion,0.127,7,0.601,0.41,soul,-10.714
100.506,4,0,0.563,Stevie Wonder,0.0703,0.025,184360,"Yester-Me, Yester-You, Yesterday",0.0148,6,0.51,0.568,soul,-5.449
91.047,4,0.0191,0.439,Kavinsky,0.402,0.053,257320,Nightcall,0.00768,9,0.844,0.536,soul,-5.104
146.883,3,2.39e-05,0.365,Al Green,0.0677,0.0481,383493,How Can You Mend a Broken Heart,0.517,4,0.298,0.457,soul,-12.059
125.886,4,0,0.607,Chairmen Of The Board,0.0442,0.0396,159733,Give Me Just a Little More Time,0.0541,9,0.564,0.582,soul,-8.021
79.206,4,0,0.529,Nina Simone,0.191,0.0386,174000,Feeling Good,0.864,7,0.326,0.399,soul,-9.239
70.873,4,0,0.585,Sam Cooke,0.204,0.036,162000,Bring It On Home To Me,0.624,0,0.607,0.491,soul,-5.677
119.471,4,0,0.937,The Temptations,0.0752,0.0445,153973,Ain't Too Proud To Beg,0.457,0,0.774,0.77,soul,-2.709
109.21,4,0,0.737,Edwin Starr,0.225,0.169,203373,War,0.0485,1,0.816,0.598,soul,-7.531
99.409,4,0.00109,0.95,Bill Withers,0.129,0.0387,191867,Who Is He - And What Is He To You?,0.282,1,0.329,0.913,soul,-12.462
110.017,4,3.65e-06,0.965,Mayer Hawthorne,0.12,0.0312,218413,The Walk,0.373,6,0.587,0.843,soul,-5.68
117.959,4,0,0.756,James Brown,0.934,0.404,251067,Get Up Offa That Thing,0.181,2,0.682,0.852,soul,-10.041
169.908,4,0,0.5,Duffy,0.121,0.0392,226387,Warwick Avenue,0.339,0,0.59,0.493,soul,-5.814
92.471,4,0,0.896,Charles Wright & The Watts 103rd Street Rhythm Band,0.204,0.0814,233120,Express Yourself (Remastered Version),0.665,8,0.666,0.783,soul,-9.523
129.657,4,0,0.814,The Ronettes,0.0921,0.042,160907,Be My Baby,0.181,4,0.769,0.511,soul,-7.032
80.485,4,0.00268,0.356,Erykah Badu,0.296,0.159,225973,On & On,0.0534,4,0.408,0.758,soul,-10.751
113.793,4,0,0.777,Bill Withers,0.418,0.0401,200360,Harlem,0.125,4,0.518,0.782,soul,-7.982
96.038,4,1.34e-06,0.543,Corinne Bailey Rae,0.133,0.0362,215360,Put Your Records On,0.167,9,0.511,0.739,soul,-7.844
133.987,4,0,0.208,Musiq Soulchild,0.0885,0.0637,291133,sobeautiful,0.0656,7,0.562,0.689,soul,-7.048
185.273,4,2.83e-06,0.887,The Isley Brothers,0.0573,0.124,166507,It's Your Thing,0.0777,10,0.682,0.378,soul,-10.228
126.338,4,0,0.99,Four Tops,0.0372,0.0303,166533,It's The Same Old Song - Single Version / Mono,0.104,2,0.844,0.71,soul,-3.535
120.778,4,4.74e-06,0.623,Isaac Hayes,0.163,0.0514,276067,Theme From Shaft,0.0356,9,0.439,0.484,soul,-20.487
128.057,4,0.000573,0.774,Sly & The Family Stone,0.911,0.1,179427,Dance to the Music,0.0168,7,0.529,0.703,soul,-11.112
106.446,4,2.08e-05,0.967,Dusty Springfield,0.175,0.0289,155133,Spooky,0.518,4,0.708,0.683,soul,-6.852
101.952,4,0.0168,0.509,Al Green,0.0526,0.0573,199400,Let's Stay Together,0.606,5,0.273,0.746,soul,-16.63
83.077,4,0.0342,0.585,D'Angelo,0.102,0.168,262893,Brown Sugar,0.53,9,0.486,0.718,soul,-8.342
147.883,4,0,0.927,Al Wilson,0.633,0.0435,209947,The Snake,0.54,9,0.66,0.519,soul,-9.396
115.884,4,0,0.507,The Supremes,0.115,0.0287,172040,Stop! In The Name Of Love,0.799,0,0.633,0.603,soul,-5.832
146.63,4,3.45e-05,0.68,Nina Simone,0.0902,0.0945,619533,Sinnerman,0.609,11,0.644,0.412,soul,-9.719
122.691,4,1.3e-05,0.964,Fontella Bass,0.103,0.0314,170720,Rescue Me - Single Version,0.646,4,0.548,0.679,soul,-9.464
100.02,4,1.13e-05,0.313,Jill Scott,0.111,0.045,285747,He Loves Me (Lyzel in E Flat),0.633,3,0.296,0.674,soul,-14.863
105.739,4,0.000312,0.929,Sly & The Family Stone,0.101,0.0602,287827,Thank You (Falettinme Be Mice Elf Agin) - single master,0.368,9,0.77,0.899,soul,-11.011
152.171,4,0,0.849,Marvin Gaye,0.0599,0.0461,176427,It Takes Two,0.208,10,0.592,0.524,soul,-7.315
80.299,3,2.08e-05,0.391,The Jackson 5,0.216,0.0302,241627,Who's Lovin' You,0.764,7,0.375,0.371,soul,-8.382
98.324,4,8.55e-05,0.693,Al Green,0.0893,0.0423,163160,Tired Of Being Alone,0.503,7,0.418,0.773,soul,-7.645
101.677,4,0,0.613,Men Without Hats,0.101,0.0468,164867,The Safety Dance,0.0252,5,0.881,0.524,soul,-4.479
111.252,3,0,0.464,Aretha Franklin,0.599,0.0264,159933,(You Make Me Feel Like) A Natural Woman,0.288,0,0.315,0.605,soul,-8.958
128.416,4,0,0.961,Smokey Robinson & The Miracles,0.327,0.0324,182040,The Tears Of A Clown,0.308,6,0.769,0.602,soul,-7.877
198.107,4,0,0.609,The Spinners,0.125,0.105,191413,It's A Shame,0.115,8,0.815,0.361,soul,-7.724
125.549,4,0.00247,0.874,"Earth, Wind & Fire",0.106,0.0647,335160,Let's Groove,0.0634,11,0.592,0.876,soul,-9.735
161.551,3,0,0.689,Otis Redding,0.204,0.0587,142573,That's How Strong My Love Is (Single/LP Version),0.759,3,0.421,0.47,soul,-10.31
89.724,4,0,0.546,Gladys Knight & The Pips,0.0974,0.0367,280093,Midnight Train to Georgia,0.127,10,0.477,0.579,soul,-8.539
115.1,4,2.6e-05,0.473,Ohio Players,0.0529,0.0905,292533,Love Rollercoaster,0.224,0,0.889,0.61,soul,-6.566
110.842,4,3.19e-05,0.966,Kool & The Gang,0.0502,0.0668,213427,Get Down On It,0.195,7,0.646,0.889,soul,-6.366
91.453,4,5.78e-05,0.728,Baby Huey & The Baby Sitters,0.0841,0.057,203373,Hard Times,0.372,9,0.909,0.662,soul,-5.817
103.581,4,9.91e-06,0.513,Otis Redding,0.0668,0.034,162213,(Sittin' On) The Dock Of The Bay,0.788,11,0.28,0.741,soul,-12.982
114.58,4,0.0151,0.778,Sly & The Family Stone,0.113,0.0294,139507,Everyday People,0.245,7,0.619,0.813,soul,-8.203
132.448,4,0,0.961,Rick James,0.041,0.0545,204289,Super Freak,0.206,7,0.796,0.835,soul,-8.313
106.938,4,0,0.955,Stevie Wonder,0.0792,0.0672,232760,Sir Duke,0.16,6,0.568,0.588,soul,-9.766
137.064,4,0,0.892,The Temptations,0.0625,0.0478,156533,Get Ready,0.4,2,0.671,0.586,soul,-11.009
115.561,4,2.07e-06,0.198,Maxwell,0.0886,0.0668,310520,Pretty Wings - uncut,0.252,9,0.402,0.563,soul,-10.496
117.729,3,0,0.612,The Miracles,0.17,0.0299,191867,You've Really Got A Hold On Me,0.12,9,0.473,0.65,soul,-9.825
76.97,1,0.000401,0.0841,Adele,0.105,0.0292,212040,Make You Feel My Love,0.907,10,0.173,0.552,soul,-10.576
93.681,3,6.67e-05,0.474,Harold Melvin & The Blue Notes,0.756,0.0322,205573,If You Don't Know Me by Now,0.659,11,0.371,0.467,soul,-12.514
99.935,4,0,0.491,Ms. Lauryn Hill,0.0923,0.245,320267,Doo Wop (That Thing),0.0393,2,0.505,0.535,soul,-8.926
115.376,4,0.362,0.972,The Emotions,0.0812,0.0348,219933,Best of My Love,0.45,0,0.57,0.764,soul,-11.361
90.215,4,0,0.596,Gang Starr,0.371,0.256,247333,Moment Of Truth,0.0157,6,0.819,0.532,soul,-5.282
83.839,4,1.62e-06,0.549,The Isley Brothers,0.0629,0.0957,338133,Between the Sheets,0.445,9,0.31,0.718,soul,-15.513
72.272,4,5.28e-06,0.449,The Chi-Lites,0.156,0.031,178640,Oh Girl,0.728,9,0.492,0.572,soul,-8.444
134.208,4,0,0.848,Stevie Wonder,0.127,0.0287,172627,Uptight (Everything's Alright),0.0838,5,0.721,0.589,soul,-5.8
163.355,4,0.499,0.628,James Brown,0.299,0.0678,136307,Papa's Got a Brand New Bag,0.00342,10,0.787,0.581,soul,-12.496
119.743,4,0.000103,0.669,Ben E. King,0.105,0.0376,182533,Stand By Me,0.114,9,0.156,0.642,soul,-16.998
95.368,3,0,0.173,The Pop Dance Band,0.125,0.0299,220000,Georgia On My Mind,0.585,7,0.296,0.295,soul,-12.962
109.839,4,0,0.796,Luther Vandross,0.0461,0.112,226440,Never Too Much,0.0799,2,0.79,0.747,soul,-5.186
76.199,4,0,0.489,Dobie Gray,0.125,0.0514,233707,Drift Away,0.51,11,0.318,0.516,soul,-14.061
126.239,4,4.66e-05,0.913,The Isley Brothers,0.197,0.0644,335507,"That Lady, Pts. 1 & 2",0.158,5,0.806,0.339,soul,-8.905
93.589,4,4.12e-06,0.85,Marvin Gaye,0.137,0.0341,133560,Ain't Nothing Like The Real Thing,0.234,8,0.639,0.612,soul,-8.208
128.386,4,0.00644,0.661,Bobby Hebb,0.389,0.0456,165067,Sunny,0.93,4,0.338,0.714,soul,-10.994
119.881,4,9.25e-05,0.747,Curtis Mayfield,0.0954,0.184,234546,Superfly,0.493,2,0.58,0.778,soul,-13.598
112.289,3,4.94e-06,0.534,Al Green,0.0803,0.152,232867,I Can't Get Next To You,0.193,0,0.466,0.794,soul,-8.701
126.498,4,0.000796,0.898,Mary Wells,0.169,0.0506,171688,My Guy,0.555,7,0.595,0.691,soul,-6.973
131.741,3,0,0.219,Seal,0.306,0.0309,288427,Kiss From A Rose,0.684,10,0.532,0.583,soul,-7.11
130.231,4,0.951,0.169,Claude Young,0.111,0.0585,385120,Concentration Factor,0.0281,7,0.623,0.631,techno,-19.873
130.598,4,0.908,0.8,Octave One,0.102,0.0404,342284,Eniac - Original Mix,4.7e-06,3,0.805,0.779,techno,-11.012
137.951,4,0.824,0.439,The Detroit Escalator Co.,0.104,0.0464,234467,Float,0.0459,9,0.487,0.674,techno,-16.48
122.001,4,0.898,0.389,John Tejada,0.084,0.047,348060,Unstable Condition,0.0503,8,0.869,0.803,techno,-9.635
125.054,4,0.807,0.422,Peter Horrevorts,0.551,0.281,401280,Nymph - Original Mix,0.00249,0,0.627,0.941,techno,-8.19
130.081,4,0.748,0.369,Laurent Garnier,0.0999,0.0797,350133,Crispy Bacon,0.00403,7,0.561,0.714,techno,-16.948
121.972,4,0.884,0.803,Joris Voorn,0.207,0.0514,410758,Ringo,0.036,5,0.716,0.75,techno,-10.023
63.339,4,0.753,0.331,Transllusion,0.196,0.166,268640,Negative Flash,0.0406,6,0.851,0.701,techno,-9.092
126.977,4,0.649,0.187,Orlando Voorn,0.0856,0.164,363500,In Da Jungle - Chocolate Puma Remix,0.196,10,0.767,0.872,techno,-6.962
129.712,4,0.921,0.772,Alexander Kowalski,0.0999,0.0581,390747,Delicious,0.23,7,0.741,0.759,techno,-11.201
124.009,4,0.509,0.741,Terrence Dixon,0.136,0.037,264657,Encircle,0.042,10,0.477,0.677,techno,-15.312
124.981,4,0.903,0.101,Monika Kruse,0.046,0.0464,430302,Soulstice,0.000174,8,0.764,0.801,techno,-9.688
129.984,3,0.845,0.59,Pascal Feos,0.0926,0.0668,414573,Ausklang,0.00506,7,0.924,0.776,techno,-4.241
134.988,4,0.87,0.762,LFO,0.133,0.0698,303547,Freak,0.00329,11,0.964,0.672,techno,-5.413
135.173,4,0.894,0.327,Dark Energy,0.116,0.0467,172200,Stargate,0.0673,1,0.824,0.589,techno,-13.679
131.083,4,0.818,0.508,Pacou,0.108,0.0483,298062,Connection,0.374,10,0.884,0.644,techno,-12.991
127.986,4,0.749,0.0349,Surgeon,0.166,0.0409,426618,Fixed Action Pattern,5.13e-06,7,0.869,0.59,techno,-7.35
132.004,4,0.719,0.532,Sean Deason,0.0902,0.04,293636,The Nature of Time,3.86e-05,6,0.57,0.612,techno,-13.124
130.982,3,0.907,0.215,Stanny Franssen,0.0948,0.282,457267,Bionical Clones,0.000177,6,0.494,0.846,techno,-9.945
127.027,4,0.895,0.0795,Paperclip People,0.0919,0.0786,407500,Throw,0.000918,4,0.542,0.806,techno,-7.424
125.989,4,0.794,0.486,Secret Cinema,0.11,0.0354,364667,Kurzweil,8.42e-06,0,0.658,0.757,techno,-5.931
126.737,4,0.233,0.607,Gigi Galaxy,0.0898,0.0669,540227,Phantom,0.0876,3,0.831,0.518,techno,-12.138
135.987,4,0.839,0.276,Aux 88,0.113,0.0491,337058,Electronic Robots - Dynamik Bass System,0.000128,4,0.609,0.701,techno,-10.984
