artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
will.i.am,It’s My Birthday,0.0822,0.754,252613,0.715,0,5,0.0891,-4.434,0.0525,100.001,4,0.417,r-n-b
TLC,No Scrubs,0.025,0.736,214440,0.666,0.000666,8,0.0682,-4.268,0.0783,92.927,4,0.588,r-n-b
Alicia Keys,If I Ain't Got You,0.603,0.609,228707,0.445,6.77e-06,7,0.104,-9.129,0.106,118.393,3,0.176,r-n-b
Keri Hilson,Knock You Down,0.0124,0.593,326187,0.883,0,8,0.177,-4.781,0.186,155.171,4,0.667,r-n-b
Destiny's Child,Say My Name,0.311,0.632,268027,0.631,0,5,0.142,-3.801,0.13,68.88,4,0.683,r-n-b
The Jackson 5,I Want You Back,0.233,0.676,179613,0.581,0.00652,8,0.214,-8.372,0.0316,98.23,4,0.957,r-n-b
Blackstreet,No Diggity,0.326,0.866,304600,0.65,0,1,0.203,-4.846,0.286,88.656,4,0.645,r-n-b
Bruno Mars,Locked Out Of Heaven,0.049,0.726,233478,0.698,0,5,0.309,-4.165,0.0431,143.994,4,0.871,r-n-b
will.i.am,Feelin' Myself,0.04,0.857,253480,0.527,0,6,0.172,-8.544,0.153,96.433,4,0.504,r-n-b
Aloe Blacc,The Man,0.0346,0.526,254880,0.772,0,11,0.214,-7.229,0.0479,85.876,4,0.511,r-n-b
Gwen Stefani,Hollaback Girl,0.38,0.92,199907,0.918,2.71e-06,10,0.0289,-2.072,0.0887,110.02,4,0.909,r-n-b
Chris Brown,Loyal (East Coast Version),0.0277,0.596,264400,0.492,1.45e-06,1,0.08,-5.903,0.089,99.107,4,0.542,r-n-b
The Ronettes,Be My Baby,0.17,0.51,159760,0.619,1.06e-06,4,0.0664,-12.806,0.037,129.482,4,0.817,r-n-b
Alicia Keys,Fallin',0.263,0.653,210200,0.609,0.00101,11,0.233,-7.519,0.037,95.982,3,0.526,r-n-b
Nicki Minaj,Pills N Potions,0.0289,0.417,268853,0.469,2.8e-05,7,0.0587,-10.366,0.156,85.313,4,0.221,r-n-b
Robin Thicke,Blurred Lines,0.00379,0.862,263827,0.604,1.01e-05,7,0.0857,-4.775,0.0402,119.99,4,0.829,r-n-b
Chris Brown,X,0.0999,0.547,260733,0.73,0,11,0.101,-5.94,0.0903,147.899,4,0.305,r-n-b
Beyoncé,Pretty Hurts,0.00255,0.524,256667,0.62,0.000172,11,0.336,-6.743,0.0509,129.863,4,0.198,r-n-b
,,0.665,0.579,119133,0.558,0,8,0.8,-12.083,0.276,172.806,4,0.939,r-n-b
Eminem,Rap God,0.398,0.708,363521,0.843,0,7,0.793,-2.678,0.305,148.164,4,0.641,hip-hop
Kendrick Lamar,Alright,0.0734,0.791,219333,0.779,0,7,0.0832,-5.972,0.235,110.037,4,0.581,hip-hop
Cypress Hill,Hits from the Bong,0.0103,0.801,160867,0.578,0.811,1,0.199,-13.264,0.181,92.139,4,0.501,hip-hop
Drake,Hotline Bling,0.00257,0.896,267024,0.623,0.000258,2,0.039,-8.008,0.0571,134.962,4,0.564,hip-hop
Fetty Wap,679 (feat. Remy Boyz),0.00256,0.618,196693,0.717,0,7,0.625,-5.738,0.318,190.05,4,0.601,hip-hop
Wiz Khalifa,See You Again (feat. Charlie Puth),0.369,0.689,229526,0.481,1.03e-06,10,0.0649,-7.503,0.0815,80.025,4,0.266,hip-hop
Run The Jewels,"Lie, Cheat, Steal",0.0418,0.523,208467,0.721,0,4,0.273,-7.131,0.39,166.102,4,0.358,hip-hop
2 Chainz,I'm Different,0.0415,0.941,207040,0.685,0,10,0.08,-5.24,0.0752,97.524,4,0.695,hip-hop
Snoop Dogg,Sweat (Snoop Dogg vs. David Guetta) [Remix],0.0597,0.813,195744,0.732,0.00137,7,0.0846,-5.636,0.03,130.02,4,0.724,hip-hop
The Underachievers,The Dualist,0.137,0.674,268995,0.842,0,6,0.076,-6.349,0.23,171.951,4,0.954,hip-hop
OutKast,Rosa Parks,0.212,0.782,324267,0.686,4.6e-06,6,0.801,-7.829,0.304,103.885,4,0.211,hip-hop
A Tribe Called Quest,Check the Rhime,0.0502,0.881,216693,0.361,0.00458,11,0.246,-14.728,0.237,96.43,4,0.795,hip-hop
Drake,Energy,0.329,0.743,181933,0.571,0,11,0.522,-8.038,0.505,172.056,4,0.571,hip-hop
Kendrick Lamar,The Blacker The Berry,0.00744,0.56,328827,0.858,0,10,0.429,-4.09,0.326,176.117,4,0.253,hip-hop
Inspectah Deck,Word On The Street,0.086,0.71,223573,0.704,0,8,0.346,-8.669,0.44,94.231,4,0.8,hip-hop
Busta Rhymes,Break Ya Neck,0.443,0.82,231240,0.809,0.00175,4,0.0613,-6.759,0.251,83.011,4,0.732,hip-hop
Beastie Boys,Professor Booty,0.474,0.72,253307,0.825,5.58e-06,11,0.236,-9.483,0.191,178.651,4,0.836,hip-hop
DJ Kool,Let Me Clear My Throat - Old School Reunion Remix '96,0.168,0.697,293000,0.9,0,7,0.369,-7.036,0.259,102.83,4,0.552,hip-hop
Drake,Right Hand,0.117,0.905,190595,0.292,0,2,0.082,-7.748,0.253,100.518,4,0.328,hip-hop
Kanye West,All Of The Lights,0.0724,0.558,299613,0.794,2.15e-05,1,0.19,-3.234,0.0533,142.156,4,0.308,hip-hop
Kendrick Lamar,A.D.H.D,0.33,0.609,215509,0.799,0,9,0.108,-6.883,0.24,157.74,4,0.559,hip-hop
J. Cole,No Role Modelz,0.302,0.696,292987,0.521,0,10,0.0565,-8.465,0.332,100.0,4,0.471,hip-hop
Dizzee Rascal,"Fix Up, Look Sharp",0.0251,0.933,224800,0.829,4.12e-06,7,0.0933,-4.313,0.269,104.752,4,0.281,hip-hop
The Roots,The Seed (2.0),0.0406,0.759,267933,0.956,0,7,0.211,-2.292,0.0381,111.135,4,0.965,hip-hop
Snoop Dogg,Who Am I (What's My Name)?,0.000136,0.692,246320,0.833,1.98e-05,7,0.515,-3.974,0.0492,96.814,4,0.677,hip-hop
2Pac,Ambitionz Az A Ridah,0.00239,0.801,278387,0.91,0.000909,2,0.0737,-6.566,0.225,87.276,4,0.802,hip-hop
Drake,10 Bands,0.23,0.835,177733,0.756,0,7,0.0801,-3.789,0.382,173.0,4,0.869,hip-hop
JR Castro,Get Home (Get Right),0.00667,0.792,241733,0.533,0,10,0.203,-6.437,0.0944,95.039,4,0.511,hip-hop
Kanye West,Stronger,0.00728,0.625,311867,0.726,0,10,0.318,-7.731,0.155,103.98,4,0.479,hip-hop
DJ Rashad,She A Go (feat. Spinn & Taso),0.003,0.384,217413,0.494,0.023,10,0.148,-7.599,0.227,93.025,3,0.3,hip-hop
Raekwon,Ice Cream,0.219,0.683,253227,0.902,0.000761,1,0.226,-7.389,0.291,90.447,4,0.708,hip-hop
Camp Lo,Luchini AKA This Is It,0.0495,0.721,240093,0.949,0,6,0.327,-5.685,0.278,83.028,4,0.834,hip-hop
Cypress Hill,Dr. Greenthumb,0.0467,0.804,189253,0.549,0.102,10,0.0751,-8.779,0.286,103.856,4,0.144,hip-hop
Gorillaz,Stylo (feat. Mos Def and Bobby Womack),0.00604,0.686,270520,0.751,0.000849,10,0.0979,-5.747,0.0604,100.222,4,0.848,hip-hop
A$AP Rocky,Wild for the Night,0.0452,0.756,212640,0.857,0,2,0.121,-4.185,0.336,140.016,4,0.699,hip-hop
Silentó,Watch Me (Whip / Nae Nae),0.265,0.825,185131,0.77,0,8,0.334,-8.508,0.134,139.982,4,0.964,hip-hop
Rick Ross,Stay Schemin,0.0769,0.558,267720,0.733,0,7,0.18,-4.194,0.212,162.214,4,0.31,hip-hop
JAY Z,Run This Town [Jay-Z + Rihanna + Kanye West],0.289,0.653,267520,0.928,0,1,0.299,-1.787,0.24,86.764,4,0.424,hip-hop
2Pac,California Love - Original Version (Explicit),0.0304,0.77,284907,0.838,2.39e-06,7,0.384,-3.002,0.0444,91.513,4,0.759,hip-hop
Bankroll Fresh,Walked In,0.0361,0.969,198095,0.491,0,2,0.118,-9.859,0.233,126.048,4,0.774,hip-hop
The Internet,Special Affair,0.183,0.795,176187,0.409,0.00108,9,0.112,-10.134,0.0859,120.095,4,0.525,hip-hop
The Infesticons,Hero Theme,0.152,0.823,192480,0.612,0,1,0.101,-4.896,0.326,171.96,4,0.707,hip-hop
A$AP Rocky,Canal St.,0.308,0.696,227427,0.583,0,3,0.0964,-9.351,0.301,137.079,4,0.528,hip-hop
Rae Sremmurd,No Type,0.013,0.888,200080,0.483,4.85e-06,6,0.0926,-7.797,0.154,125.008,4,0.221,hip-hop
The Underachievers,Gold Soul Theory,0.191,0.518,183864,0.792,0,1,0.123,-5.323,0.359,78.885,4,0.609,hip-hop
T-Pain,Bartender,0.0611,0.675,238800,0.394,0,8,0.214,-8.539,0.133,104.987,4,0.422,hip-hop
Future,F*ck Up Some Commas,0.0698,0.874,237400,0.568,1.38e-05,11,0.149,-5.896,0.224,139.995,4,0.468,hip-hop
The Notorious B.I.G.,Juicy,0.483,0.873,301467,0.816,0,9,0.146,-4.645,0.256,96.067,4,0.785,hip-hop
Drake,Legend,0.024,0.715,241853,0.561,0,1,0.0769,-7.605,0.0721,100.076,4,0.329,hip-hop
Eminem,Lose Yourself - Soundtrack Version,0.00704,0.698,326467,0.732,0.000647,2,0.359,-4.522,0.266,171.431,4,0.0672,hip-hop
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",0.038,0.728,176675,0.62,0,2,0.342,-7.533,0.0434,81.998,4,0.904,hip-hop
ILoveMakonnen,Tuesday,0.372,0.784,212154,0.651,0.000737,0,0.114,-6.905,0.294,140.2,4,0.508,hip-hop
Rae Sremmurd,Throw Sum Mo,0.0417,0.854,260453,0.645,0.000115,6,0.103,-8.021,0.141,142.053,4,0.57,hip-hop
QUE.,Type I Am,0.0161,0.801,177554,0.734,0,0,0.168,-7.122,0.294,108.125,4,0.571,hip-hop
JAY Z,99 Problems,0.00623,0.518,234627,0.893,0,6,0.106,-4.27,0.357,93.262,4,0.529,hip-hop
Falcons,Aquafina (feat. GoldLink & Chaz French),0.186,0.711,221350,0.705,0,10,0.148,-6.248,0.252,144.053,4,0.403,hip-hop
Major Lazer,Pon De Floor,0.00541,0.913,213947,0.936,0.388,0,0.0989,-4.723,0.186,126.997,4,0.515,hip-hop
Prefuse 73 feat. MF Doof & Aesop Rock,Black List,0.559,0.748,230800,0.54,3.1e-05,7,0.0962,-8.916,0.116,89.983,4,0.692,hip-hop
Bonobo,Sun Will Rise,0.558,0.589,285760,0.654,0.00352,8,0.121,-6.346,0.047,99.992,4,0.609,hip-hop
Earl Sweatshirt,Chum,0.0216,0.51,243773,0.503,0.002,10,0.108,-8.756,0.242,153.582,4,0.194,hip-hop
Juicy J,Bandz A Make Her Dance,0.00212,0.871,278827,0.743,0,2,0.141,-5.442,0.277,130.977,4,0.574,hip-hop
A Tribe Called Quest,Scenario - LP Mix,0.112,0.795,250133,0.6,0.000171,2,0.111,-14.004,0.341,101.78,4,0.621,hip-hop
El-P,Drones Over Bklyn,0.0171,0.505,349760,0.885,5.39e-05,8,0.0803,-4.206,0.302,125.247,5,0.253,hip-hop
Migos,One Time,0.0395,0.896,281174,0.705,0,11,0.0753,-6.098,0.196,127.034,4,0.792,hip-hop
Travis Scott,3500,0.114,0.773,461840,0.595,2.47e-06,8,0.13,-6.062,0.161,123.968,4,0.334,hip-hop
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,0.119,0.68,313787,0.489,2.86e-05,11,0.606,-7.837,0.432,74.04,4,0.261,hip-hop
Lil Wayne,Right Above It,0.0349,0.564,271947,0.846,0,3,0.688,-4.402,0.328,152.033,4,0.528,hip-hop
Bow Wow,Shortie Like Mine,0.0891,0.763,267507,0.629,0,7,0.169,-8.66,0.225,142.149,4,0.702,hip-hop
Dilated Peoples,Worst Comes To Worst,0.273,0.801,216000,0.732,0,8,0.49,-7.211,0.359,92.044,4,0.833,hip-hop
The Pharcyde,Passin' Me By,0.0848,0.758,303493,0.755,1.78e-06,4,0.232,-8.14,0.274,87.052,4,0.579,hip-hop
OutKast,Ms. Jackson,0.142,0.843,270507,0.805,0,4,0.0771,-5.946,0.269,94.946,4,0.62,hip-hop
Future,Where Ya At,0.0933,0.813,208027,0.453,0,1,0.14,-6.941,0.338,161.997,4,0.186,hip-hop
Nicki Minaj,Only,0.409,0.67,312027,0.485,0,8,0.0973,-7.272,0.737,119.886,4,0.239,hip-hop
The Game,100 (feat. Drake),0.023,0.799,343077,0.518,0,4,0.172,-9.459,0.235,108.036,4,0.372,hip-hop
Kid Ink,Murda,0.0225,0.643,217587,0.669,2.64e-05,4,0.304,-5.667,0.0677,75.028,4,0.571,hip-hop
Kendrick Lamar,m.A.A.d city,0.0553,0.482,350120,0.72,2.07e-06,2,0.461,-6.812,0.271,90.999,4,0.222,hip-hop
Jeremih,Planes,0.746,0.663,240027,0.638,0,1,0.103,-4.505,0.244,128.804,4,0.52,hip-hop
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),0.0122,0.489,126960,0.718,0,6,0.0546,-5.989,0.11,207.986,4,0.0546,hip-hop
Eminem,Not Afraid,0.513,0.851,248133,0.95,0,0,0.222,-1.097,0.269,114.661,5,0.671,hip-hop
Drake,Forever,0.244,0.544,357347,0.92,0,5,0.19,-1.474,0.277,105.307,5,0.529,hip-hop
Lil Wayne,Mirror,0.859,0.384,228093,0.633,0,5,0.101,-7.144,0.133,125.2,4,0.344,hip-hop
Kendrick Lamar,Backseat Freestyle,0.000685,0.557,212653,0.654,0,3,0.24,-7.575,0.296,77.49,4,0.653,hip-hop
Sauce Twinz,2 Legited 2 Quited (DripMix),0.401,0.665,228308,0.683,0,0,0.17,-6.714,0.31,60.288,4,0.498,hip-hop
The Gaslamp Killer,Nissim,0.127,0.474,271822,0.837,0.0197,5,0.169,-6.503,0.0514,165.844,4,0.243,hip-hop
Drake,0 To 100 / The Catch Up,0.763,0.707,275227,0.709,0,11,0.274,-3.979,0.34,89.094,4,0.497,hip-hop
Jeezy,U Know What It Is,0.00893,0.344,224240,0.634,0,1,0.201,-6.007,0.286,72.714,4,0.137,hip-hop
Rihanna,FourFiveSeconds,0.878,0.576,188238,0.267,0,2,0.119,-5.668,0.044,205.888,4,0.318,hip-hop
Diddy,I'll Be Missing You (feat. 112),0.0522,0.862,301520,0.479,0.00126,7,0.589,-9.199,0.0646,109.878,4,0.919,hip-hop
Cunninlynguists,Lynguistics [Deluxe Edition],0.657,0.598,147133,0.774,4.44e-05,6,0.575,-7.727,0.356,92.286,4,0.754,hip-hop
Lil Wayne,Nothing But Trouble - Instagram Models,0.0172,0.724,217984,0.691,1.68e-05,6,0.194,-5.665,0.0324,126.002,4,0.24,hip-hop
Drake,"Hold On, We're Going Home",0.00349,0.772,227880,0.407,2.4e-05,6,0.0705,-7.442,0.0907,100.006,4,0.287,hip-hop
Big Sean,Ashley,0.0919,0.618,260320,0.91,0,4,0.344,-5.216,0.18,117.941,4,0.416,hip-hop
Snoop Dogg,Peaches N Cream,0.0274,0.832,283760,0.756,1.39e-06,0,0.206,-5.332,0.0515,110.034,4,0.288,hip-hop
Doomtree,Final Boss,0.0679,0.606,274853,0.879,0,1,0.129,-5.012,0.0953,126.052,4,0.193,hip-hop
Travis Scott,Antidote,0.00767,0.713,262693,0.526,0.000148,1,0.124,-5.046,0.032,131.05,4,0.133,hip-hop
TiRon & Ayomari,Them Wallflowers,0.0698,0.58,220518,0.834,0.0331,0,0.314,-5.378,0.18,160.148,3,0.516,hip-hop
ScHoolboy Q,Yay Yay,0.0684,0.787,268050,0.606,0,9,0.0909,-5.689,0.0491,122.028,4,0.502,hip-hop
N.W.A.,Gangsta Gangsta,0.0385,0.907,336707,0.818,0,6,0.293,-3.777,0.26,98.093,4,0.716,hip-hop
French Montana,Moses,0.0996,0.638,272693,0.813,0,4,0.112,-3.892,0.0911,143.921,4,0.152,hip-hop
Eminem,Kings Never Die,0.0247,0.779,296133,0.886,0,4,0.21,-5.314,0.113,112.459,3,0.0832,hip-hop
Betty Wright,Clean Up Woman,0.566,0.865,169533,0.652,0.000919,5,0.0833,-9.046,0.143,90.081,4,0.83,soul
Stevie Wonder,Uptight (Everything's Alright),0.0838,0.589,172627,0.721,0,5,0.127,-5.8,0.0287,134.208,4,0.848,soul
Nina Simone,Sinnerman,0.609,0.412,619533,0.644,3.45e-05,11,0.0902,-9.719,0.0945,146.63,4,0.68,soul
Ray Charles,Georgia On My Mind,0.992,0.339,408987,0.235,0.849,4,0.146,-15.154,0.0444,69.851,3,0.196,soul
James Brown,I Got You (I Feel Good),0.331,0.598,168000,0.531,1.51e-06,7,0.0938,-7.484,0.0954,70.469,3,0.695,soul
Sam Cooke,Cupid,0.843,0.469,154867,0.393,0,7,0.168,-9.968,0.0348,120.066,4,0.626,soul
Passenger,Let Her Go,0.385,0.509,252867,0.538,0,7,0.104,-7.335,0.0572,75.089,4,0.242,soul
Sade,The Sweetest Taboo - Remastered,0.191,0.718,265187,0.913,0.0482,10,0.347,-6.777,0.0466,91.648,4,0.96,soul
Gladys Knight & The Pips,Midnight Train to Georgia,0.127,0.579,280093,0.477,0,10,0.0974,-8.539,0.0367,89.724,4,0.546,soul
The Roots,You Got Me,0.162,0.735,259293,0.443,0,11,0.188,-8.09,0.279,81.04,4,0.752,soul
Diana Ross,Upside Down,0.0764,0.887,245533,0.904,0.00864,5,0.017,-5.125,0.0693,107.966,4,0.889,soul
"Earth, Wind & Fire",September,0.114,0.697,214827,0.809,0.000521,9,0.183,-8.197,0.0302,125.941,4,0.979,soul
The Temptations,Ain't Too Proud To Beg,0.457,0.77,153973,0.774,0,0,0.0752,-2.709,0.0445,119.471,4,0.937,soul
Sly & The Family Stone,If You Want Me to Stay,0.28,0.843,180493,0.48,0.000782,11,0.108,-11.574,0.0492,101.993,4,0.775,soul
Bill Withers,Ain't No Sunshine,0.304,0.524,122640,0.484,0.000228,4,0.0946,-8.151,0.0462,78.884,4,0.521,soul
Marvin Gaye,It Takes Two,0.208,0.524,176427,0.592,0,10,0.0599,-7.315,0.0461,152.171,4,0.849,soul
Alicia Keys,If I Ain't Got You,0.603,0.609,228707,0.445,6.77e-06,7,0.104,-9.129,0.106,118.393,3,0.176,soul
James Brown,Get Up Offa That Thing,0.181,0.852,251067,0.682,0,2,0.934,-10.041,0.404,117.959,4,0.756,soul
Jackie Wilson,I Get The Sweetest Feeling - Original Version,0.374,0.681,176307,0.449,0,5,0.0975,-11.444,0.0356,124.077,4,0.789,soul
Commodores,Brick House,0.0345,0.845,207093,0.892,0.00198,4,0.0678,-5.612,0.0706,107.791,4,0.695,soul
Al Green,How Can You Mend a Broken Heart,0.517,0.457,383493,0.298,2.39e-05,4,0.0677,-12.059,0.0481,146.883,3,0.365,soul
Anthony Hamilton,Charlene,0.536,0.556,246773,0.346,0,0,0.106,-9.809,0.311,123.869,4,0.466,soul
Chairmen Of The Board,Give Me Just a Little More Time,0.0541,0.582,159733,0.564,0,9,0.0442,-8.021,0.0396,125.886,4,0.607,soul
Smokey Robinson & The Miracles,The Tears Of A Clown,0.308,0.602,182040,0.769,0,6,0.327,-7.877,0.0324,128.416,4,0.961,soul
Joss Stone,Fell In Love With A Boy,0.157,0.721,219507,0.702,0,10,0.139,-5.685,0.208,85.125,4,0.745,soul
Robin Thicke,Lost Without U,0.27,0.67,254147,0.348,0,0,0.104,-12.229,0.138,113.306,5,0.81,soul
The Meters,Cissy Strut,0.115,0.53,181840,0.811,0.831,0,0.348,-9.343,0.0997,176.142,4,0.7,soul
Otis Redding,Tramp,0.164,0.798,179480,0.612,1.51e-05,7,0.165,-6.283,0.0594,106.981,4,0.908,soul
Ray Charles,I've Got A Woman,0.833,0.556,171467,0.61,2.22e-06,9,0.258,-4.729,0.213,199.373,4,0.672,soul
Erykah Badu,Certainly,0.0861,0.777,283200,0.381,0.00326,1,0.217,-9.93,0.12,142.046,4,0.211,soul
Ms. Lauryn Hill,Lost Ones,0.0998,0.832,333907,0.749,3.74e-06,2,0.0837,-6.129,0.37,94.899,4,0.653,soul
Luther Vandross,Never Too Much,0.0799,0.747,226440,0.79,0,2,0.0461,-5.186,0.112,109.839,4,0.796,soul
Etta James,Something's Got A Hold On Me,0.723,0.476,169040,0.547,0,1,0.691,-7.622,0.0696,150.852,4,0.647,soul
Four Tops,"I Can’t Help Myself (Sugar Pie, Honey Bunch)",0.203,0.692,165920,0.651,0,0,0.114,-7.466,0.0296,126.815,4,0.967,soul
Dusty Springfield,Son Of A Preacher Man,0.195,0.367,146627,0.472,0,9,0.0874,-11.902,0.0689,179.686,4,0.712,soul
Wilson Pickett,Mustang Sally,0.113,0.725,187760,0.327,0.326,0,0.214,-17.714,0.0387,110.438,4,0.676,soul
Marvin Gaye,I Heard It Through The Grapevine,0.195,0.729,195267,0.324,0,8,0.101,-13.017,0.0393,116.855,4,0.687,soul
Goapele,Closer,0.462,0.714,229693,0.436,0.0117,1,0.107,-6.471,0.0342,93.025,4,0.364,soul
The Supremes,Where Did Our Love Go,0.774,0.542,151853,0.566,1.25e-06,0,0.0716,-7.87,0.0402,134.9,4,0.785,soul
Aloe Blacc,The Man,0.0332,0.531,255907,0.77,0,11,0.235,-7.205,0.0434,85.996,4,0.502,soul
Commodores,Three Times A Lady - Single Version,0.853,0.35,216400,0.0989,0.0027,8,0.165,-20.039,0.0307,153.607,3,0.205,soul
Mayer Hawthorne,Just Ain't Gonna Work Out,0.212,0.782,150933,0.544,0.106,4,0.179,-5.448,0.0306,90.562,4,0.763,soul
Otis Redding,These Arms Of Mine,0.827,0.428,151613,0.416,0,10,0.345,-9.132,0.0277,177.39,3,0.708,soul
Al Green,I'm Still In Love With You,0.0978,0.775,194000,0.361,0.000229,0,0.0428,-10.119,0.0301,97.944,4,0.857,soul
Etta James,At Last - Single Version,0.721,0.168,182400,0.326,0.0006,5,0.316,-9.981,0.0324,174.794,3,0.316,soul
Sade,By Your Side,0.0848,0.653,274933,0.429,0.0038,11,0.0692,-10.475,0.0296,146.071,4,0.626,soul
Aloe Blacc,I Need A Dollar,0.187,0.843,244373,0.483,0,8,0.0867,-7.168,0.0332,95.551,4,0.96,soul
Mary Wells,My Guy,0.555,0.691,171688,0.595,0.000796,7,0.169,-6.973,0.0506,126.498,4,0.898,soul
James Brown,The Boss,0.602,0.746,190733,0.484,0.00824,1,0.0576,-9.614,0.0434,97.923,4,0.596,soul
Commodores,Easy,0.213,0.6,257653,0.506,0.00865,10,0.0705,-9.413,0.0293,133.203,4,0.333,soul
Marvin Gaye,How Sweet It Is (To Be Loved By You),0.27,0.643,180933,0.586,0,0,0.249,-6.548,0.032,110.288,4,0.924,soul
Amy Winehouse,Back To Black,0.123,0.49,240440,0.725,2.68e-05,10,0.0983,-3.304,0.0392,123.28,4,0.321,soul
Nina Simone,Feeling Good,0.864,0.399,174000,0.326,0,7,0.191,-9.239,0.0386,79.206,4,0.529,soul
Miguel,Adorn,0.0543,0.625,193147,0.576,4.07e-05,11,0.187,-5.693,0.175,179.063,4,0.223,soul
Erykah Badu,Window Seat,0.691,0.677,289720,0.536,0.00252,5,0.077,-6.871,0.0938,81.982,4,0.592,soul
Raphael Saadiq,Sure Hope You Mean It,0.0126,0.689,220280,0.762,0,0,0.213,-4.371,0.052,103.092,4,0.639,soul
The Temptations,Get Ready,0.4,0.586,156533,0.671,0,2,0.0625,-11.009,0.0478,137.064,4,0.892,soul
The Isley Brothers,Between the Sheets,0.445,0.718,338133,0.31,1.62e-06,9,0.0629,-15.513,0.0957,83.839,4,0.549,soul
Jill Scott,So In Love - feat. Anthony Hamilton,0.363,0.709,275400,0.704,0,8,0.344,-6.021,0.0486,102.003,4,0.464,soul
Stevie Wonder,You Are The Sunshine Of My Life,0.802,0.522,178027,0.481,4.37e-05,11,0.169,-13.782,0.0769,132.08,4,0.654,soul
The Spinners,It's A Shame,0.115,0.361,191413,0.815,0,8,0.125,-7.724,0.105,198.107,4,0.609,soul
India.Arie,Get It Together,0.325,0.764,294400,0.368,0,9,0.0971,-10.297,0.1,97.004,4,0.493,soul
Floetry,Say Yes,0.219,0.74,268373,0.404,1.41e-06,5,0.128,-12.947,0.0761,117.887,1,0.431,soul
Marvin Gaye,Ain't No Mountain High Enough - Stereo Version,0.25,0.674,147680,0.802,2.48e-06,0,0.161,-7.085,0.0658,129.355,4,0.726,soul
Sam Smith,Stay With Me,0.566,0.5,172724,0.418,0.000193,0,0.11,-6.535,0.0377,84.899,4,0.179,soul
Four Tops,It's The Same Old Song - Single Version / Mono,0.104,0.71,166533,0.844,0,2,0.0372,-3.535,0.0303,126.338,4,0.99,soul
Amy Winehouse,You Know I'm No Good,0.0132,0.705,256947,0.806,0.00428,9,0.0701,-3.607,0.0309,103.383,4,0.741,soul
Stevie Wonder,Higher Ground,0.0905,0.703,226560,0.846,0.000822,1,0.113,-10.208,0.0403,125.087,4,0.777,soul
"Bobby ""Blue"" Bland",Ain't No Love In The Heart Of The City - Single Version,0.257,0.559,225347,0.656,0.000171,9,0.2,-8.699,0.0469,79.638,4,0.671,soul
Lee Fields & The Expressions,Ladies,0.188,0.48,257387,0.751,1.69e-05,1,0.163,-5.702,0.0383,177.371,4,0.801,soul
Al Green,Love And Happiness,0.301,0.821,303533,0.434,0.00602,8,0.0803,-10.981,0.164,99.821,4,0.739,soul
Dusty Springfield,Take Another Little Piece Of My Heart,0.0533,0.48,156587,0.748,0.315,2,0.216,-7.256,0.0318,79.532,4,0.783,soul
D'Angelo,Untitled (How Does It Feel),0.16,0.838,430800,0.304,0.0257,4,0.0828,-9.975,0.0628,112.618,3,0.22,soul
Stevie Wonder,Overjoyed,0.463,0.356,221773,0.48,0,0,0.14,-8.796,0.0335,81.187,4,0.147,soul
Erick Sermon,Music - feat. Marvin Gaye,0.224,0.896,223133,0.457,1.47e-06,8,0.0832,-9.075,0.0777,100.043,4,0.923,soul
John Legend,All of Me,0.922,0.422,269560,0.264,0,8,0.132,-7.064,0.0322,119.93,4,0.331,soul
Musiq Soulchild,teachme,0.473,0.499,260773,0.61,0,8,0.0722,-5.11,0.135,172.969,3,0.423,soul
Four Tops,Baby I Need Your Loving,0.711,0.728,179373,0.542,0,3,0.0435,-6.444,0.0304,122.34,4,0.6,soul
Marvin Gaye,You're All I Need To Get By,0.709,0.509,169267,0.433,0,2,0.138,-10.567,0.0291,98.024,4,0.237,soul
The Contours,Do You Love Me,0.348,0.592,175093,0.659,1.87e-05,5,0.107,-10.009,0.038,149.805,4,0.787,soul
Isaac Hayes,Theme From Shaft,0.0356,0.484,276067,0.439,4.74e-06,9,0.163,-20.487,0.0514,120.778,4,0.623,soul
Sly & The Family Stone,Family Affair - Single Version,0.669,0.819,185533,0.605,0.0163,2,0.199,-13.83,0.132,108.892,4,0.795,soul
Wild Cherry,Play That Funky Music,0.124,0.822,301800,0.87,0,9,0.045,-6.257,0.0592,109.174,4,0.9,soul
Macy Gray,I Try,0.304,0.559,238067,0.637,0.000195,2,0.0783,-7.495,0.0321,152.885,4,0.79,soul
The Emotions,Best of My Love,0.45,0.764,219933,0.57,0.362,0,0.0812,-11.361,0.0348,115.376,4,0.972,soul
Marvin Gaye,Too Busy Thinking About My Baby,0.103,0.735,172400,0.468,1.55e-05,6,0.0747,-8.511,0.0352,119.654,4,0.854,soul
Bill Withers,Lovely Day,0.243,0.691,249253,0.598,0.00176,9,0.128,-9.117,0.0348,97.968,4,0.765,soul
The Jackson 5,Who's Lovin' You,0.764,0.371,241627,0.375,2.08e-05,7,0.216,-8.382,0.0302,80.299,3,0.391,soul
Kool & The Gang,Jungle Boogie,0.105,0.762,185467,0.953,2.59e-06,0,0.348,-3.951,0.15,106.476,4,0.652,soul
